shot_id,shot_made_flag
1,0.3431748665833892
8,0.3710584102529889
17,0.6570805599117938
20,0.7677752721502147
33,0.29737311345793105
34,0.44662105450269196
35,0.5264814040299793
36,0.4936984499431097
37,0.7278813997616629
38,0.3453359363256092
45,0.4625193990046516
50,0.2987175574200831
55,0.3111985365614447
60,0.29202144991953793
66,0.2977481223803781
67,0.2939928437017769
71,0.3679618031214708
80,0.24385032982762264
85,0.2633332648680279
86,0.6074881881701168
95,0.5994082288736188
104,0.3696076559743064
113,0.3580821763172266
123,0.3198391412251851
126,0.8141407414905522
133,0.636897880812376
141,0.27994900090149294
144,0.41183976371127073
150,0.6618711458350216
152,0.40567615591739536
153,0.6756597809964905
156,0.4504576508635098
159,0.8068215602082518
165,0.7272803178381854
172,0.3915241177247973
182,0.8353507627044585
192,0.33962982849729334
193,0.7052527441047849
196,0.29695769881949574
202,0.32803665674031174
210,0.31872190874375705
211,0.4001865306571025
228,0.8260279433628054
257,0.3974961184063276
260,0.40306896408840553
264,0.3811359987996658
267,0.622280481001849
279,0.8616480296753118
282,0.3852415224086064
293,0.3278425311512526
299,0.7574100510822077
300,0.5974366697084453
301,0.7670659895621434
317,0.3428188383057146
327,0.4093231709342621
328,0.2698425962024483
335,0.45073044752806657
346,0.7600620629215418
348,0.28870675123717865
365,0.3557713789132002
390,0.6965304896836115
391,0.6984200586200039
392,0.6901557385346118
397,0.3418023037449627
418,0.37815782277520427
428,0.24987968184100182
434,0.6469618211130775
439,0.4897851600751305
440,0.3682768906482982
456,0.3548282830695297
459,0.30320567860773334
472,0.4048367293573573
480,0.2516236402210617
491,0.3123270677869005
497,0.36422311261551826
509,0.3907383107393928
511,0.4145623312427442
523,0.2227232359707727
533,0.3933805948290189
544,0.3935066145790618
546,0.35052070502973187
555,0.7161762905133499
558,0.31713251449092217
560,0.33354435386453907
573,0.3080553061244795
591,0.39644370464776413
596,0.32748704104323567
597,0.37777960095197877
601,0.6737112209327257
605,0.4204686425056145
617,0.3363669876859253
628,0.26796636175998373
634,0.3347603435033541
646,0.2451491896435948
649,0.368480138523914
651,0.7337347871164889
654,0.7116635887865237
656,0.44290579737321367
657,0.458598190767474
669,0.35446753309802065
670,0.8553608895997113
693,0.6386552655025638
694,0.33760564579226293
699,0.3842182652514734
711,0.35506604396985897
718,0.31348173069026825
722,0.2964174507595626
723,0.3989459112201452
725,0.7357960263907296
734,0.342678715404569
735,0.47132032119533207
737,0.7147340233100904
746,0.28337393631967883
747,0.6123502426351966
766,0.35246890651345547
767,0.31627939528969296
771,0.27880573324494085
773,0.26151858311558795
774,0.38645955976468294
