shot_id,shot_made_flag
1,0.3849526767606974
8,0.3654720031077616
17,0.6428687427720192
20,0.7107439724228533
33,0.3734680988058582
34,0.4074346044684637
35,0.4198931559402657
36,0.40901744853289557
37,0.6827286357492172
38,0.3588162818591687
45,0.39656981555454474
50,0.33032705232506165
55,0.2992956861078673
60,0.3465450864212671
66,0.2728146127680853
67,0.3103859686938999
71,0.3933539675899285
80,0.3081235828024531
85,0.320904711535855
86,0.6002408674909778
95,0.5867602666709302
104,0.35636404605208416
113,0.37316908638278073
123,0.31182505748711553
126,0.8248082575886593
133,0.6695786149747895
141,0.2682319963320412
144,0.39297411498812673
150,0.7197441738769171
152,0.36062919661489123
153,0.7037042865062488
156,0.3784601637309926
159,0.8108538711539187
165,0.7094330255091297
172,0.41081725659830215
182,0.8472724243134745
192,0.3568838336133543
193,0.7137007909367182
196,0.3064471669426688
202,0.332410470128534
210,0.3615743201956543
211,0.3935919355651887
228,0.8553273541323554
257,0.40629924307954546
260,0.4037220351156119
264,0.39241846604493325
267,0.6754120246716662
279,0.8937031325741904
282,0.3645675185662402
293,0.36283306792114545
299,0.8392323406152415
300,0.7001823703971095
301,0.7859467867015361
317,0.39521321397776454
327,0.355827346430319
328,0.3334699678599171
335,0.3959063395740835
346,0.7806506184086714
348,0.27265798745017367
365,0.3761365267810972
390,0.7092195158762613
391,0.7019822863174476
392,0.781404915188304
397,0.35292100593517717
418,0.4126472386093089
428,0.18719766623016468
434,0.566653035967142
439,0.46408847254297414
440,0.4116484289290451
456,0.3499800449863835
459,0.2836844790360382
472,0.41483991387977015
480,0.2580915651571671
491,0.35609087255231686
497,0.3543553857355194
509,0.3795976041432648
511,0.3768127816645647
523,0.17652020613001512
533,0.3933539675899285
544,0.3812195363699226
546,0.393179638261999
555,0.7020193282374235
558,0.3855678527692671
560,0.32811466938599887
573,0.32811466938599887
591,0.3936419977300232
596,0.3469482299756389
597,0.3956551603379992
601,0.5926498467382135
605,0.4165352353340648
617,0.33868141761533
628,0.28598214423335205
634,0.35389991424894307
646,0.31933172938067095
649,0.3816807021654771
651,0.7137007909367182
654,0.679218957505221
656,0.46036379677676575
657,0.36748604467397494
669,0.392246387700273
670,0.8937031325741904
693,0.7004026084232619
694,0.289852731316211
699,0.3856901378562232
711,0.40616793468879675
718,0.3563446257899355
722,0.35797973821850604
723,0.3331499315088574
725,0.6265600737516898
734,0.3543553857355194
735,0.408174485371946
737,0.781404915188304
746,0.35640567255579414
747,0.6983293704542505
766,0.3570710943397567
767,0.3271412981132895
771,0.2701271826628816
773,0.261346918825873
774,0.36235131068808984
783,0.27265798745017367
784,0.39214956344210283
789,0.3263208789365981
792,0.39089060066983905
