shot_id,shot_made_flag
1,0.39971525025819865
8,0.3747265038262535
17,0.582429961560316
20,0.6184206536334961
33,0.42231953692888347
34,0.4254540547302098
35,0.45301007538192795
36,0.4594938912419174
37,0.6110617720180801
38,0.3927630219598172
45,0.4102894940021711
50,0.3525274563546231
55,0.34802210302408454
60,0.34309094589245615
66,0.3037069323460527
67,0.33522395665167115
71,0.42322997510356736
80,0.2964743463494517
85,0.3404678373082862
86,0.5456778299372911
95,0.5176082198887232
104,0.39169477261499147
113,0.3930562550582206
123,0.35267187906210823
126,0.682915691049782
133,0.5619730666151541
141,0.3032454982780921
144,0.42408488065132766
150,0.6155006515756137
152,0.38810174453512847
153,0.6092224073606782
156,0.3470158943706439
159,0.6092224073606782
165,0.5565424030786457
172,0.4108888919316309
182,0.6803210359738128
192,0.3756648463575035
193,0.6060562365175372
196,0.36348189522869967
202,0.37872170158380875
210,0.3905152024452503
211,0.4351208896684834
228,0.7646516223320694
257,0.4264172133655859
260,0.4382551130504919
264,0.41681173389113124
267,0.6203952942614179
279,0.6803210359738128
282,0.4015103516969454
293,0.3883335750074701
299,0.6846178208906328
300,0.6644356913840679
301,0.6810255085546648
317,0.42352193234338864
327,0.39721516001053647
328,0.3543125242193317
335,0.3900217796669836
346,0.6654630227144258
348,0.3047296437422701
365,0.3899765374485931
390,0.612158845306389
391,0.612158845306389
392,0.6658135576303499
397,0.35478314798574717
418,0.42715518912209605
428,0.2749782867695897
434,0.5667254234481618
439,0.4658235839979978
440,0.43180475231212
456,0.3732346060150323
459,0.31009349081749793
472,0.427981160487071
480,0.30991366938050513
491,0.34970351688706436
497,0.397610043809864
509,0.4053316034783849
511,0.3752069947448309
523,0.25787601513949376
533,0.4236196885305644
544,0.3888078610764575
546,0.42380513078947707
555,0.607491344026944
558,0.3994290654928728
560,0.3729185674699367
573,0.38156888196597905
591,0.4204802767480348
596,0.4024026259597997
597,0.42520138208475805
601,0.5503238573976202
605,0.4366221240717234
617,0.36534911192419883
628,0.35630791986552246
634,0.3697658491698891
646,0.30774353093237616
649,0.39835063886796995
651,0.6089974659054114
654,0.6129706601699192
656,0.44374830345085575
657,0.39265673029098347
669,0.41984399695562946
670,0.6803210359738128
693,0.6542821502107246
694,0.35275689138646754
699,0.39244416020460665
711,0.42527776718063187
718,0.36789898699204027
722,0.3615861666821733
723,0.3752380073793543
725,0.5899855984923015
734,0.36709104603210985
735,0.41105029515836655
737,0.6658135576303499
746,0.36017468940996084
747,0.645000093559716
766,0.3840874787416315
767,0.37142960066602115
771,0.32359036304716343
773,0.3037069323460527
774,0.38665724528890055
783,0.3037069323460527
784,0.42230218236056066
789,0.3667868990357138
792,0.41256042812010585
804,0.3929619464890551
809,0.36741705363670885
812,0.35516407277795387
813,0.3791892619981343
817,0.3467427013858543
820,0.3693697763053566
825,0.4050204862920973
826,0.4111393804512995
829,0.4224526718454033
855,0.4151434212545715
859,0.612158845306389
862,0.41819652403353036
870,0.42434735183325506
876,0.39724617458078854
880,0.42259179683160875
886,0.7850436349347061
889,0.6899546121675646
891,0.4240343208418722
897,0.7850436349347061
902,0.3953976606400057
903,0.34498798534715036
908,0.38387061797985383
909,0.390254021323739
920,0.41672329602610736
922,0.4236007687273161
924,0.6131432678044875
932,0.3838087335671365
934,0.3921250823003089
937,0.4248113691429458
941,0.35448257627087587
943,0.3677044672338158
950,0.4160570563294883
952,0.36022124944320766
954,0.6803210359738128
963,0.37841419348411254
975,0.3984350532940698
979,0.4261315108585545
981,0.4060832758230931
983,0.2764956092376656
985,0.47101821581004916
989,0.4825176356184369
995,0.4388750418080244
998,0.33258630143271206
1008,0.3229050605043159
1019,0.5849833890209123
1023,0.4255685256399927
1026,0.37228618290847076
1029,0.6674843199527172
1034,0.6806552333887117
1036,0.6678819887118832
1038,0.3817016974282099
1039,0.6191405568842512
1051,0.3472794573634811
1052,0.31160187899973524
1066,0.3514011036485004
1087,0.3560389414810645
1092,0.3221563903537026
1094,0.539075543878055
1098,0.4245552946364381
